transaction_id,customer_id,month,revenue,segment
1497,427,2024-12-01,13648.56,Enterprise
1498,431,2024-12-01,270.41,SMB
1499,432,2024-12-01,723.6,SMB
1500,433,2024-12-01,1746.54,Mid-Market
1501,436,2024-12-01,2005.74,Mid-Market
1502,437,2024-12-01,402.13,SMB
1503,439,2024-12-01,810.01,SMB
1504,440,2024-12-01,931.29,SMB
1505,443,2024-12-01,4992.86,Enterprise
1506,447,2024-12-01,295.21,SMB
1507,448,2024-12-01,447.68,SMB
1508,450,2024-12-01,602.17,SMB
1509,451,2024-12-01,893.02,SMB
1510,453,2024-12-01,444.1,SMB
1511,457,2024-12-01,3420.09,Mid-Market
1512,459,2024-12-01,306.72,SMB
1513,462,2024-12-01,3387.45,Mid-Market
1514,463,2024-12-01,9223.75,Enterprise
1515,470,2024-12-01,3979.12,Mid-Market
1516,472,2024-12-01,272.79,SMB
1517,474,2024-12-01,773.55,SMB
1518,475,2024-12-01,1308.55,Mid-Market
1519,476,2024-12-01,665.29,SMB
1520,480,2024-12-01,3257.45,Mid-Market
1521,481,2024-12-01,6466.44,Enterprise
1522,483,2024-12-01,10405.08,Enterprise
1523,484,2024-12-01,1479.71,Mid-Market
1524,485,2024-12-01,1823.92,Mid-Market
1525,486,2024-12-01,10950.53,Enterprise
1526,488,2024-12-01,624.2,SMB
1527,490,2024-12-01,575.78,SMB
1528,492,2024-12-01,2750.39,Mid-Market
1529,493,2024-12-01,1239.34,Mid-Market
1530,500,2024-12-01,10825.91,Enterprise
1531,1,2025-01-01,794.51,SMB
1532,2,2025-01-01,3562.97,Mid-Market
1533,4,2025-01-01,3896.15,Mid-Market
1534,5,2025-01-01,2317.96,Mid-Market
1535,7,2025-01-01,3129.94,Mid-Market
1536,8,2025-01-01,13495.35,Enterprise
1537,9,2025-01-01,1679.84,Mid-Market
1538,10,2025-01-01,834.02,SMB
1539,11,2025-01-01,9889.33,Enterprise
1540,15,2025-01-01,242.87,SMB
1541,16,2025-01-01,820.0,SMB
1542,19,2025-01-01,1209.99,Mid-Market
1543,20,2025-01-01,360.51,SMB
1544,21,2025-01-01,5304.0,Enterprise
1545,23,2025-01-01,3119.14,Mid-Market
1546,24,2025-01-01,15047.88,Enterprise
1547,30,2025-01-01,4175.51,Mid-Market
1548,32,2025-01-01,8426.67,Enterprise
1549,35,2025-01-01,882.92,SMB
1550,37,2025-01-01,920.21,SMB
1551,39,2025-01-01,955.72,SMB
1552,41,2025-01-01,583.66,SMB
1553,42,2025-01-01,4744.83,Mid-Market
1554,44,2025-01-01,843.91,SMB
1555,45,2025-01-01,4002.0,Mid-Market
1556,46,2025-01-01,255.2,SMB
1557,52,2025-01-01,3600.5,Mid-Market
1558,53,2025-01-01,429.91,SMB
1559,55,2025-01-01,2663.33,Mid-Market
1560,56,2025-01-01,11987.78,Enterprise
1561,57,2025-01-01,2367.57,Mid-Market
1562,58,2025-01-01,227.5,SMB
1563,59,2025-01-01,911.04,SMB
1564,63,2025-01-01,14573.4,Enterprise
1565,65,2025-01-01,261.77,SMB
1566,66,2025-01-01,707.6,SMB
1567,70,2025-01-01,958.31,SMB
1568,71,2025-01-01,302.67,SMB
1569,73,2025-01-01,4040.64,Mid-Market
1570,74,2025-01-01,231.28,SMB
1571,75,2025-01-01,252.99,SMB
1572,76,2025-01-01,810.77,SMB
1573,78,2025-01-01,2562.32,Mid-Market
1574,80,2025-01-01,11072.2,Enterprise
1575,82,2025-01-01,4863.5,Mid-Market
1576,83,2025-01-01,8527.36,Enterprise
1577,84,2025-01-01,12948.04,Enterprise
1578,86,2025-01-01,618.35,SMB
1579,88,2025-01-01,3645.41,Mid-Market
1580,89,2025-01-01,1967.8,Mid-Market
1581,90,2025-01-01,296.28,SMB
1582,92,2025-01-01,10237.47,Enterprise
1583,93,2025-01-01,8976.23,Enterprise
1584,97,2025-01-01,569.7,SMB
1585,98,2025-01-01,14918.07,Enterprise
1586,100,2025-01-01,4653.1,Mid-Market
1587,101,2025-01-01,2953.12,Mid-Market
1588,102,2025-01-01,1513.95,Mid-Market
1589,103,2025-01-01,4311.41,Mid-Market
1590,104,2025-01-01,2863.54,Mid-Market
1591,106,2025-01-01,2750.96,Mid-Market
1592,107,2025-01-01,274.74,SMB
1593,109,2025-01-01,4353.93,Mid-Market
1594,110,2025-01-01,463.34,SMB
1595,111,2025-01-01,2457.96,Mid-Market
1596,113,2025-01-01,3139.7,Mid-Market
1597,114,2025-01-01,4584.89,Mid-Market
1598,116,2025-01-01,767.01,SMB
1599,117,2025-01-01,4722.58,Mid-Market
1600,118,2025-01-01,716.93,SMB
1601,121,2025-01-01,307.76,SMB
1602,123,2025-01-01,309.75,SMB
1603,125,2025-01-01,5248.29,Enterprise
1604,126,2025-01-01,652.37,SMB
1605,127,2025-01-01,503.4,SMB
1606,129,2025-01-01,624.98,SMB
1607,130,2025-01-01,701.23,SMB
1608,131,2025-01-01,269.91,SMB
1609,132,2025-01-01,7891.24,Enterprise
1610,133,2025-01-01,1023.24,SMB
1611,134,2025-01-01,3901.61,Mid-Market
1612,138,2025-01-01,1262.85,Mid-Market
1613,142,2025-01-01,735.12,SMB
1614,143,2025-01-01,2336.54,Mid-Market
1615,144,2025-01-01,890.1,SMB
1616,145,2025-01-01,4222.14,Mid-Market
1617,148,2025-01-01,995.8,SMB
1618,150,2025-01-01,956.93,SMB
1619,151,2025-01-01,234.09,SMB
1620,159,2025-01-01,914.71,SMB
1621,160,2025-01-01,4325.91,Mid-Market
1622,161,2025-01-01,7532.03,Enterprise
1623,167,2025-01-01,611.55,SMB
1624,169,2025-01-01,970.59,SMB
1625,171,2025-01-01,718.4,SMB
1626,174,2025-01-01,864.48,SMB
1627,176,2025-01-01,853.95,SMB
1628,178,2025-01-01,1183.19,Mid-Market
1629,181,2025-01-01,11492.65,Enterprise
1630,182,2025-01-01,12582.27,Enterprise
1631,183,2025-01-01,9357.05,Enterprise
1632,184,2025-01-01,731.19,SMB
1633,185,2025-01-01,586.83,SMB
1634,187,2025-01-01,2097.24,Mid-Market
1635,188,2025-01-01,14558.37,Enterprise
1636,189,2025-01-01,10119.13,Enterprise
1637,190,2025-01-01,13161.38,Enterprise
1638,192,2025-01-01,438.84,SMB
1639,193,2025-01-01,261.63,SMB
1640,194,2025-01-01,245.2,SMB
1641,195,2025-01-01,551.72,SMB
1642,197,2025-01-01,356.87,SMB
1643,198,2025-01-01,684.27,SMB
1644,202,2025-01-01,4532.39,Mid-Market
1645,203,2025-01-01,4900.51,Mid-Market
1646,205,2025-01-01,501.38,SMB
1647,206,2025-01-01,668.65,SMB
1648,207,2025-01-01,2308.03,Mid-Market
1649,208,2025-01-01,569.37,SMB
1650,209,2025-01-01,2025.55,Mid-Market
1651,212,2025-01-01,2222.67,Mid-Market
1652,213,2025-01-01,2582.5,Mid-Market
1653,216,2025-01-01,867.48,SMB
1654,217,2025-01-01,1599.5,Mid-Market
1655,218,2025-01-01,466.67,SMB
1656,219,2025-01-01,643.29,SMB
1657,221,2025-01-01,824.49,SMB
1658,222,2025-01-01,2909.77,Mid-Market
1659,223,2025-01-01,3111.14,Mid-Market
1660,224,2025-01-01,9997.59,Enterprise
1661,226,2025-01-01,5303.37,Enterprise
1662,227,2025-01-01,4912.09,Mid-Market
1663,230,2025-01-01,365.32,SMB
1664,233,2025-01-01,608.98,SMB
1665,236,2025-01-01,582.22,SMB
1666,237,2025-01-01,3144.93,Mid-Market
1667,238,2025-01-01,13107.62,Enterprise
1668,239,2025-01-01,9482.55,Enterprise
1669,241,2025-01-01,3859.99,Mid-Market
1670,242,2025-01-01,4051.36,Mid-Market
1671,243,2025-01-01,483.47,SMB
1672,244,2025-01-01,2565.83,Mid-Market
1673,245,2025-01-01,640.76,SMB
1674,248,2025-01-01,254.92,SMB
1675,249,2025-01-01,2956.79,Mid-Market
1676,250,2025-01-01,824.96,SMB
1677,251,2025-01-01,7893.96,Enterprise
1678,253,2025-01-01,12011.96,Enterprise
1679,254,2025-01-01,287.27,SMB
1680,255,2025-01-01,959.13,SMB
1681,258,2025-01-01,460.25,SMB
1682,259,2025-01-01,978.13,SMB
1683,261,2025-01-01,6880.1,Enterprise
1684,263,2025-01-01,604.95,SMB
1685,266,2025-01-01,476.61,SMB
1686,267,2025-01-01,9823.14,Enterprise
1687,268,2025-01-01,556.87,SMB
1688,269,2025-01-01,675.87,SMB
1689,270,2025-01-01,3105.19,Mid-Market
1690,271,2025-01-01,8296.16,Enterprise
1691,272,2025-01-01,11267.3,Enterprise
1692,277,2025-01-01,8182.01,Enterprise
1693,279,2025-01-01,611.55,SMB
1694,280,2025-01-01,3818.24,Mid-Market
1695,284,2025-01-01,760.5,SMB
1696,286,2025-01-01,651.55,SMB
1697,288,2025-01-01,786.43,SMB
1698,290,2025-01-01,1105.46,Mid-Market
1699,292,2025-01-01,14985.42,Enterprise
1700,293,2025-01-01,818.4,SMB
1701,294,2025-01-01,827.59,SMB
1702,295,2025-01-01,670.82,SMB
1703,298,2025-01-01,6804.33,Enterprise
1704,299,2025-01-01,687.19,SMB
1705,301,2025-01-01,879.93,SMB
1706,302,2025-01-01,320.91,SMB
1707,303,2025-01-01,754.73,SMB
1708,305,2025-01-01,937.19,SMB
1709,308,2025-01-01,2212.12,Mid-Market
1710,310,2025-01-01,736.19,SMB
1711,312,2025-01-01,4207.87,Mid-Market
1712,315,2025-01-01,805.9,SMB
1713,317,2025-01-01,312.57,SMB
1714,318,2025-01-01,361.56,SMB
1715,319,2025-01-01,2248.93,Mid-Market
1716,320,2025-01-01,11898.81,Enterprise
1717,321,2025-01-01,637.38,SMB
1718,322,2025-01-01,455.28,SMB
1719,324,2025-01-01,14092.0,Enterprise
1720,325,2025-01-01,2389.73,Mid-Market
1721,327,2025-01-01,809.0,SMB
1722,329,2025-01-01,3656.41,Mid-Market
1723,330,2025-01-01,3730.05,Mid-Market
1724,333,2025-01-01,1939.14,Mid-Market
1725,334,2025-01-01,3207.29,Mid-Market
1726,336,2025-01-01,4760.92,Mid-Market
1727,337,2025-01-01,433.79,SMB
1728,338,2025-01-01,2158.93,Mid-Market
1729,339,2025-01-01,1842.11,Mid-Market
1730,340,2025-01-01,12044.26,Enterprise
1731,344,2025-01-01,853.54,SMB
1732,346,2025-01-01,302.58,SMB
1733,350,2025-01-01,860.99,SMB
1734,351,2025-01-01,14177.16,Enterprise
1735,352,2025-01-01,827.43,SMB
1736,353,2025-01-01,440.23,SMB
1737,354,2025-01-01,2168.1,Mid-Market
1738,356,2025-01-01,2413.6,Mid-Market
1739,357,2025-01-01,9533.07,Enterprise
1740,358,2025-01-01,401.79,SMB
1741,359,2025-01-01,595.31,SMB
1742,360,2025-01-01,6993.07,Enterprise
1743,361,2025-01-01,640.62,SMB
1744,362,2025-01-01,4741.39,Mid-Market
1745,365,2025-01-01,3526.01,Mid-Market
1746,367,2025-01-01,391.57,SMB
1747,370,2025-01-01,11283.67,Enterprise
1748,377,2025-01-01,636.18,SMB
1749,380,2025-01-01,976.15,SMB
1750,383,2025-01-01,360.75,SMB
1751,385,2025-01-01,448.42,SMB
1752,392,2025-01-01,965.19,SMB
1753,393,2025-01-01,4559.78,Mid-Market
1754,394,2025-01-01,1688.18,Mid-Market
1755,396,2025-01-01,344.0,SMB
1756,400,2025-01-01,604.7,SMB
1757,401,2025-01-01,926.34,SMB
1758,403,2025-01-01,4766.36,Mid-Market
1759,406,2025-01-01,3209.78,Mid-Market
1760,407,2025-01-01,291.62,SMB
1761,408,2025-01-01,964.04,SMB
1762,409,2025-01-01,2115.31,Mid-Market
1763,410,2025-01-01,1009.85,SMB
1764,411,2025-01-01,3264.31,Mid-Market
1765,414,2025-01-01,4279.3,Mid-Market
1766,416,2025-01-01,356.45,SMB
1767,417,2025-01-01,6114.69,Enterprise
1768,419,2025-01-01,582.8,SMB
1769,422,2025-01-01,793.76,SMB
1770,424,2025-01-01,3179.14,Mid-Market
1771,425,2025-01-01,4067.2,Mid-Market
1772,426,2025-01-01,6919.3,Enterprise
1773,427,2025-01-01,13723.78,Enterprise
1774,431,2025-01-01,264.69,SMB
1775,433,2025-01-01,1770.66,Mid-Market
1776,434,2025-01-01,303.87,SMB
1777,436,2025-01-01,2027.95,Mid-Market
1778,437,2025-01-01,409.93,SMB
1779,439,2025-01-01,786.59,SMB
1780,440,2025-01-01,955.75,SMB
1781,441,2025-01-01,2273.94,Mid-Market
1782,442,2025-01-01,3848.98,Mid-Market
1783,443,2025-01-01,5133.29,Enterprise
1784,447,2025-01-01,295.85,SMB
1785,448,2025-01-01,457.13,SMB
1786,450,2025-01-01,594.08,SMB
1787,451,2025-01-01,900.2,SMB
1788,453,2025-01-01,455.3,SMB
1789,454,2025-01-01,1464.59,Mid-Market
1790,457,2025-01-01,3364.65,Mid-Market
1791,459,2025-01-01,316.46,SMB
1792,460,2025-01-01,325.33,SMB
1793,463,2025-01-01,8888.69,Enterprise
1794,464,2025-01-01,624.22,SMB
1795,470,2025-01-01,4113.32,Mid-Market
1796,472,2025-01-01,274.98,SMB
1797,474,2025-01-01,768.77,SMB
1798,475,2025-01-01,1320.99,Mid-Market
1799,476,2025-01-01,646.57,SMB
1800,480,2025-01-01,3311.82,Mid-Market
1801,481,2025-01-01,6375.2,Enterprise
1802,482,2025-01-01,472.43,SMB
1803,483,2025-01-01,10372.94,Enterprise
1804,484,2025-01-01,1416.6,Mid-Market
1805,485,2025-01-01,1778.23,Mid-Market
1806,486,2025-01-01,10567.28,Enterprise
1807,488,2025-01-01,619.56,SMB
1808,490,2025-01-01,550.57,SMB
1809,492,2025-01-01,2857.05,Mid-Market
1810,493,2025-01-01,1207.4,Mid-Market
1811,500,2025-01-01,10899.82,Enterprise
1812,1,2025-02-01,788.79,SMB
1813,2,2025-02-01,3545.83,Mid-Market
1814,4,2025-02-01,3974.25,Mid-Market
1815,5,2025-02-01,2320.87,Mid-Market
1816,7,2025-02-01,3238.22,Mid-Market
1817,8,2025-02-01,12779.95,Enterprise
1818,9,2025-02-01,1743.34,Mid-Market
1819,10,2025-02-01,834.05,SMB
1820,11,2025-02-01,9427.7,Enterprise
1821,13,2025-02-01,709.3,SMB
1822,14,2025-02-01,4205.62,Mid-Market
1823,15,2025-02-01,252.65,SMB
1824,16,2025-02-01,833.73,SMB
1825,17,2025-02-01,556.25,SMB
1826,18,2025-02-01,439.54,SMB
1827,19,2025-02-01,1160.22,Mid-Market
1828,20,2025-02-01,359.66,SMB
1829,21,2025-02-01,5304.53,Enterprise
1830,23,2025-02-01,3051.74,Mid-Market
1831,24,2025-02-01,14565.16,Enterprise
1832,30,2025-02-01,4152.64,Mid-Market
1833,32,2025-02-01,8171.34,Enterprise
1834,35,2025-02-01,920.49,SMB
1835,39,2025-02-01,1000.68,SMB
1836,41,2025-02-01,588.16,SMB
1837,42,2025-02-01,4808.97,Mid-Market
1838,44,2025-02-01,854.59,SMB
1839,45,2025-02-01,3936.16,Mid-Market
1840,46,2025-02-01,267.33,SMB
1841,52,2025-02-01,3549.69,Mid-Market
1842,53,2025-02-01,439.72,SMB
1843,54,2025-02-01,3428.74,Mid-Market
1844,55,2025-02-01,2664.23,Mid-Market
1845,56,2025-02-01,12068.63,Enterprise
1846,57,2025-02-01,2385.03,Mid-Market
1847,58,2025-02-01,235.41,SMB
1848,59,2025-02-01,881.04,SMB
1849,63,2025-02-01,14360.51,Enterprise
1850,65,2025-02-01,252.82,SMB
1851,66,2025-02-01,721.44,SMB
1852,71,2025-02-01,309.61,SMB
1853,72,2025-02-01,703.3,SMB
1854,73,2025-02-01,4055.85,Mid-Market
1855,74,2025-02-01,223.27,SMB
1856,75,2025-02-01,256.75,SMB
1857,76,2025-02-01,809.95,SMB
1858,78,2025-02-01,2467.87,Mid-Market
1859,80,2025-02-01,10920.61,Enterprise
1860,82,2025-02-01,4892.87,Mid-Market
1861,83,2025-02-01,8471.17,Enterprise
1862,84,2025-02-01,12836.0,Enterprise
1863,86,2025-02-01,616.48,SMB
1864,88,2025-02-01,3572.01,Mid-Market
1865,89,2025-02-01,2016.01,Mid-Market
1866,90,2025-02-01,282.53,SMB
1867,92,2025-02-01,9889.84,Enterprise
1868,93,2025-02-01,8830.57,Enterprise
1869,94,2025-02-01,667.4,SMB
1870,97,2025-02-01,569.89,SMB
1871,98,2025-02-01,14583.87,Enterprise
1872,100,2025-02-01,4725.92,Mid-Market
1873,101,2025-02-01,3039.09,Mid-Market
1874,102,2025-02-01,1524.69,Mid-Market
1875,103,2025-02-01,4374.44,Mid-Market
1876,104,2025-02-01,2787.34,Mid-Market
1877,106,2025-02-01,2789.81,Mid-Market
1878,107,2025-02-01,273.39,SMB
1879,109,2025-02-01,4506.47,Mid-Market
1880,110,2025-02-01,449.33,SMB
1881,111,2025-02-01,2452.97,Mid-Market
1882,113,2025-02-01,3257.32,Mid-Market
1883,114,2025-02-01,4627.04,Mid-Market
1884,116,2025-02-01,763.2,SMB
1885,117,2025-02-01,4760.93,Mid-Market
1886,118,2025-02-01,691.4,SMB
1887,121,2025-02-01,299.75,SMB
1888,123,2025-02-01,302.98,SMB
1889,125,2025-02-01,5316.27,Enterprise
1890,126,2025-02-01,632.02,SMB
1891,127,2025-02-01,498.82,SMB
1892,129,2025-02-01,651.86,SMB
1893,130,2025-02-01,672.02,SMB
1894,131,2025-02-01,269.32,SMB
1895,132,2025-02-01,8283.16,Enterprise
1896,133,2025-02-01,1027.4,SMB
1897,134,2025-02-01,3817.97,Mid-Market
1898,135,2025-02-01,3099.32,Mid-Market
1899,136,2025-02-01,12705.75,Enterprise
1900,138,2025-02-01,1273.99,Mid-Market
1901,142,2025-02-01,741.84,SMB
1902,143,2025-02-01,2358.11,Mid-Market
1903,144,2025-02-01,907.81,SMB
1904,145,2025-02-01,4011.96,Mid-Market
1905,148,2025-02-01,954.42,SMB
1906,150,2025-02-01,938.07,SMB
1907,151,2025-02-01,237.74,SMB
1908,153,2025-02-01,316.67,SMB
1909,159,2025-02-01,930.87,SMB
1910,160,2025-02-01,4365.61,Mid-Market
1911,161,2025-02-01,7344.16,Enterprise
1912,163,2025-02-01,10303.0,Enterprise
1913,164,2025-02-01,299.72,SMB
1914,167,2025-02-01,609.71,SMB
1915,169,2025-02-01,947.49,SMB
1916,171,2025-02-01,748.58,SMB
1917,174,2025-02-01,858.79,SMB
1918,176,2025-02-01,877.51,SMB
1919,178,2025-02-01,1191.78,Mid-Market
1920,179,2025-02-01,3513.86,Mid-Market
1921,181,2025-02-01,11383.36,Enterprise
1922,182,2025-02-01,12487.86,Enterprise
1923,183,2025-02-01,9204.38,Enterprise
1924,185,2025-02-01,594.38,SMB
1925,187,2025-02-01,2165.17,Mid-Market
1926,188,2025-02-01,14396.52,Enterprise
1927,189,2025-02-01,9773.71,Enterprise
1928,190,2025-02-01,12772.34,Enterprise
1929,191,2025-02-01,741.91,SMB
1930,193,2025-02-01,267.42,SMB
1931,194,2025-02-01,253.08,SMB
1932,195,2025-02-01,543.06,SMB
1933,196,2025-02-01,3024.79,Mid-Market
1934,197,2025-02-01,352.38,SMB
1935,198,2025-02-01,696.6,SMB
1936,202,2025-02-01,4490.39,Mid-Market
1937,203,2025-02-01,5017.65,Mid-Market
1938,205,2025-02-01,501.53,SMB
1939,206,2025-02-01,646.16,SMB
1940,207,2025-02-01,2272.61,Mid-Market
1941,208,2025-02-01,554.78,SMB
1942,209,2025-02-01,2080.36,Mid-Market
1943,212,2025-02-01,2216.46,Mid-Market
1944,213,2025-02-01,2467.24,Mid-Market
1945,216,2025-02-01,887.09,SMB
1946,217,2025-02-01,1599.4,Mid-Market
1947,218,2025-02-01,451.57,SMB
1948,219,2025-02-01,664.16,SMB
1949,221,2025-02-01,829.85,SMB
1950,222,2025-02-01,2926.84,Mid-Market
1951,223,2025-02-01,3036.06,Mid-Market
1952,224,2025-02-01,9860.92,Enterprise
1953,226,2025-02-01,5379.85,Enterprise
1954,227,2025-02-01,4661.72,Mid-Market
1955,230,2025-02-01,368.76,SMB
1956,231,2025-02-01,488.75,SMB
1957,233,2025-02-01,611.0,SMB
1958,236,2025-02-01,577.35,SMB
1959,237,2025-02-01,3081.88,Mid-Market
1960,238,2025-02-01,13135.47,Enterprise
1961,239,2025-02-01,9295.82,Enterprise
1962,241,2025-02-01,4024.17,Mid-Market
1963,242,2025-02-01,4161.8,Mid-Market
1964,243,2025-02-01,477.9,SMB
1965,244,2025-02-01,2664.65,Mid-Market
1966,245,2025-02-01,662.21,SMB
1967,248,2025-02-01,263.98,SMB
1968,249,2025-02-01,2963.1,Mid-Market
1969,250,2025-02-01,812.62,SMB
1970,251,2025-02-01,7952.68,Enterprise
1971,253,2025-02-01,11661.17,Enterprise
1972,254,2025-02-01,289.36,SMB
1973,259,2025-02-01,975.99,SMB
1974,261,2025-02-01,6978.48,Enterprise
1975,263,2025-02-01,614.14,SMB
1976,266,2025-02-01,469.77,SMB
1977,267,2025-02-01,9590.83,Enterprise
1978,268,2025-02-01,562.38,SMB
1979,269,2025-02-01,662.32,SMB
1980,270,2025-02-01,3074.88,Mid-Market
1981,271,2025-02-01,8462.99,Enterprise
1982,272,2025-02-01,11114.0,Enterprise
1983,277,2025-02-01,8169.18,Enterprise
1984,279,2025-02-01,632.84,SMB
1985,280,2025-02-01,3752.52,Mid-Market
1986,285,2025-02-01,5031.68,Mid-Market
1987,286,2025-02-01,656.47,SMB
1988,287,2025-02-01,4169.77,Mid-Market
1989,288,2025-02-01,773.26,SMB
1990,290,2025-02-01,1111.97,Mid-Market
1991,292,2025-02-01,14682.21,Enterprise
1992,293,2025-02-01,814.23,SMB
1993,294,2025-02-01,832.43,SMB
1994,295,2025-02-01,674.75,SMB
1995,298,2025-02-01,6784.47,Enterprise
1996,299,2025-02-01,707.79,SMB
1997,301,2025-02-01,848.9,SMB
1998,302,2025-02-01,326.21,SMB
1999,304,2025-02-01,1121.39,Mid-Market
2000,305,2025-02-01,950.8,SMB
2001,306,2025-02-01,5954.48,Enterprise
2002,308,2025-02-01,2212.35,Mid-Market
2003,310,2025-02-01,767.87,SMB
2004,311,2025-02-01,540.54,SMB
2005,312,2025-02-01,4107.9,Mid-Market
2006,313,2025-02-01,4751.97,Mid-Market
2007,314,2025-02-01,13697.45,Enterprise
2008,315,2025-02-01,805.11,SMB
2009,317,2025-02-01,309.62,SMB
2010,318,2025-02-01,366.95,SMB
2011,319,2025-02-01,2353.78,Mid-Market
2012,320,2025-02-01,11803.77,Enterprise
2013,321,2025-02-01,627.81,SMB
2014,324,2025-02-01,13884.78,Enterprise
2015,325,2025-02-01,2319.14,Mid-Market
2016,326,2025-02-01,2365.6,Mid-Market
2017,327,2025-02-01,799.27,SMB
2018,329,2025-02-01,3630.84,Mid-Market
2019,330,2025-02-01,3832.14,Mid-Market
2020,332,2025-02-01,340.39,SMB
2021,333,2025-02-01,2024.99,Mid-Market
2022,334,2025-02-01,3144.59,Mid-Market
2023,335,2025-02-01,374.37,SMB
2024,336,2025-02-01,4939.17,Mid-Market
2025,337,2025-02-01,447.45,SMB
2026,338,2025-02-01,2121.82,Mid-Market
2027,339,2025-02-01,1795.39,Mid-Market
2028,340,2025-02-01,11754.13,Enterprise
2029,344,2025-02-01,862.27,SMB
2030,346,2025-02-01,297.26,SMB
2031,348,2025-02-01,2520.1,Mid-Market
2032,350,2025-02-01,836.83,SMB
2033,351,2025-02-01,14200.02,Enterprise
2034,352,2025-02-01,815.5,SMB
2035,353,2025-02-01,422.04,SMB
2036,354,2025-02-01,2201.81,Mid-Market
2037,356,2025-02-01,2457.91,Mid-Market
2038,357,2025-02-01,9258.36,Enterprise
2039,358,2025-02-01,404.99,SMB
2040,359,2025-02-01,583.11,SMB
2041,360,2025-02-01,7212.8,Enterprise
2042,361,2025-02-01,624.51,SMB
2043,362,2025-02-01,4648.91,Mid-Market
2044,363,2025-02-01,3692.19,Mid-Market
2045,365,2025-02-01,3381.86,Mid-Market
2046,367,2025-02-01,381.48,SMB
2047,370,2025-02-01,11519.79,Enterprise
2048,377,2025-02-01,622.36,SMB
2049,378,2025-02-01,918.33,SMB
2050,380,2025-02-01,955.72,SMB
2051,381,2025-02-01,925.71,SMB
2052,383,2025-02-01,361.16,SMB
2053,385,2025-02-01,469.81,SMB
2054,392,2025-02-01,925.47,SMB
2055,393,2025-02-01,4643.21,Mid-Market
2056,394,2025-02-01,1667.29,Mid-Market
2057,396,2025-02-01,339.83,SMB
2058,397,2025-02-01,4662.61,Mid-Market
2059,398,2025-02-01,4865.75,Mid-Market
2060,400,2025-02-01,596.42,SMB
2061,401,2025-02-01,927.3,SMB
2062,403,2025-02-01,4834.75,Mid-Market
2063,406,2025-02-01,3363.24,Mid-Market
2064,407,2025-02-01,291.65,SMB
2065,408,2025-02-01,967.59,SMB
2066,409,2025-02-01,2168.92,Mid-Market
2067,410,2025-02-01,1002.68,SMB
2068,411,2025-02-01,3126.82,Mid-Market
2069,412,2025-02-01,595.09,SMB
2070,413,2025-02-01,948.62,SMB
2071,414,2025-02-01,4374.77,Mid-Market
2072,416,2025-02-01,345.36,SMB
2073,417,2025-02-01,5985.84,Enterprise
2074,419,2025-02-01,569.91,SMB
2075,422,2025-02-01,772.68,SMB
2076,424,2025-02-01,3182.27,Mid-Market
2077,425,2025-02-01,4073.07,Mid-Market
2078,426,2025-02-01,6702.47,Enterprise
2079,427,2025-02-01,13277.47,Enterprise
2080,431,2025-02-01,263.46,SMB
2081,432,2025-02-01,741.02,SMB
2082,433,2025-02-01,1770.56,Mid-Market
2083,434,2025-02-01,313.01,SMB
2084,436,2025-02-01,1961.54,Mid-Market
2085,437,2025-02-01,418.85,SMB
2086,439,2025-02-01,821.72,SMB
2087,441,2025-02-01,2265.02,Mid-Market
2088,442,2025-02-01,3846.72,Mid-Market
2089,443,2025-02-01,5097.63,Enterprise
2090,447,2025-02-01,296.27,SMB
2091,448,2025-02-01,455.56,SMB
2092,449,2025-02-01,508.6,SMB
2093,450,2025-02-01,599.55,SMB
2094,451,2025-02-01,929.66,SMB
2095,453,2025-02-01,455.01,SMB
2096,454,2025-02-01,1467.88,Mid-Market
2097,457,2025-02-01,3461.39,Mid-Market
2098,459,2025-02-01,309.9,SMB
2099,460,2025-02-01,322.25,SMB
2100,462,2025-02-01,3518.04,Mid-Market
2101,463,2025-02-01,8900.67,Enterprise
2102,465,2025-02-01,9621.96,Enterprise
2103,470,2025-02-01,3905.89,Mid-Market
2104,472,2025-02-01,267.43,SMB
2105,474,2025-02-01,752.94,SMB
2106,475,2025-02-01,1298.31,Mid-Market
2107,476,2025-02-01,640.16,SMB
2108,480,2025-02-01,3308.27,Mid-Market
2109,481,2025-02-01,6330.55,Enterprise
2110,482,2025-02-01,455.52,SMB
2111,483,2025-02-01,10093.58,Enterprise
2112,484,2025-02-01,1491.83,Mid-Market
2113,485,2025-02-01,1863.83,Mid-Market
2114,486,2025-02-01,10957.33,Enterprise
2115,488,2025-02-01,627.78,SMB
2116,490,2025-02-01,556.31,SMB
2117,492,2025-02-01,2882.35,Mid-Market
2118,493,2025-02-01,1242.92,Mid-Market
2119,499,2025-02-01,3980.66,Mid-Market
2120,500,2025-02-01,10676.21,Enterprise
2121,1,2025-03-01,783.52,SMB
2122,2,2025-03-01,3509.36,Mid-Market
2123,4,2025-03-01,4007.88,Mid-Market
2124,5,2025-03-01,2335.01,Mid-Market
2125,7,2025-03-01,3093.67,Mid-Market
2126,8,2025-03-01,13062.76,Enterprise
2127,9,2025-03-01,1724.77,Mid-Market
2128,10,2025-03-01,836.93,SMB
2129,11,2025-03-01,9555.53,Enterprise
2130,13,2025-03-01,712.65,SMB
2131,14,2025-03-01,4175.98,Mid-Market
2132,15,2025-03-01,252.27,SMB
2133,16,2025-03-01,834.96,SMB
2134,17,2025-03-01,571.37,SMB
